"","zone_id","year","month","day","hour","load","station_1","station_2","station_3","station_4","station_5","station_6","station_7","station_8","station_9","station_10","station_11"
"32","1","2005","3","7","8",37596.93359375,42,41,43,39,41,39,46,40,45,39,44
"33","1","2005","3","7","9",36194.44921875,47,44,47,47,47,45,48,50,46,44,47
"34","1","2005","3","7","10",34743.3046875,54,50,54,53,53,51,54,55,50,51,50
"35","1","2005","3","7","11",30293.900390625,59,55,58,60,60,57,57,60,55,58,56
"36","1","2005","3","7","12",29723.296875,64,58,57,65,64,61,62,65,61,62,58
"37","1","2005","3","7","13",27986.16796875,64,62,58,70,66,65,66,69,63,66,61
"38","1","2005","3","7","14",27406.99609375,64,65,64,70,69,69,70,71,67,69,63
"39","1","2005","3","7","15",26401.23828125,64,65,64,71,71,70,71,72,68,71,64
"40","1","2005","3","7","16",22447.44921875,62,66,63,71,69,71,72,72,70,72,64
"41","1","2005","3","7","17",24192.662109375,63,66,62,72,65,70,72,73,70,72,65
"42","1","2005","3","7","18",31228.13671875,59,64,62,70,63,68,70,71,69,70,63
"43","1","2005","3","7","19",36252.29296875,56,62,59,67,59,66,66,67,67,67,62
"44","1","2005","3","7","20",34542.36328125,51,61,56,64,56,63,64,65,64,64,60
"45","1","2005","3","7","21",34770.77734375,51,58,53,63,54,60,63,64,63,62,60
"46","1","2005","3","7","22",33670.8046875,52,57,52,61,52,61,59,63,62,62,56
"47","1","2005","3","7","23",31379.283203125,55,58,52,62,52,61,60,63,59,62,55
"48","1","2005","3","7","24",21740.146484375,56,57,53,62,53,61,62,63,61,63,57
"49","1","2005","3","8","1",26401.23828125,56,56,55,62,54,60,62,62,61,62,55
"50","1","2005","3","8","2",18033.59375,54,55,57,62,55,60,62,63,61,62,55
"51","1","2005","3","8","3",16277.001953125,53,54,57,60,58,56,60,62,61,60,54
"52","1","2005","3","8","4",17067.58203125,54,49,58,54,59,53,61,58,60,56,52
"53","1","2005","3","8","5",17813.126953125,53,48,54,53,56,52,55,54,55,54,50
"54","1","2005","3","8","6",20851.1328125,54,46,52,53,52,52,52,53,53,53,47
"55","1","2005","3","8","7",27862.083984375,50,45,51,54,51,53,52,53,53,53,43
"56","1","2005","3","8","8",33070.81640625,52,41,52,56,51,52,52,54,49,53,41
"57","1","2005","3","8","9",36194.44921875,53,39,48,57,52,51,49,55,44,51,36
"58","1","2005","3","8","10",37461.65234375,52,36,48,56,51,49,45,57,38,50,34
"59","1","2005","3","8","11",35038.59765625,56,36,47,57,47,47,38,51,34,45,33
"60","1","2005","3","8","12",43722.63671875,44,34,38,48,40,42,32,41,32,42,32
"61","1","2005","3","8","13",41336.0859375,37,34,35,37,37,41,30,38,32,41,31
"62","1","2005","3","8","14",40756.9140625,34,35,33,35,33,40,31,37,33,42,32
"63","1","2005","3","8","15",38445.734375,31,34,31,36,29,42,35,42,35,44,32
"64","1","2005","3","8","16",38445.734375,31,32,30,42,29,42,38,44,36,43,31
"65","1","2005","3","8","17",41811.8046875,35,32,32,44,30,41,38,44,36,42,31
"66","1","2005","3","8","18",45652.71875,36,30,32,44,31,39,38,44,36,40,30
"67","1","2005","3","8","19",48296.78515625,35,28,30,42,31,36,36,41,34,37,28
"68","1","2005","3","8","20",48404.609375,34,27,29,39,29,34,34,38,32,35,26
"69","1","2005","3","8","21",52810.671875,34,27,29,37,29,34,32,37,31,34,25
"70","1","2005","3","8","22",49675.80859375,32,26,28,36,28,33,30,36,30,33,25
"71","1","2005","3","8","23",44441.13671875,31,26,26,35,26,31,30,35,29,32,24
"72","1","2005","3","8","24",39780.0390625,31,25,26,34,24,31,29,33,29,31,23
"73","1","2005","3","9","1",44441.13671875,30,25,25,32,24,31,29,31,28,31,23
"74","1","2005","3","9","2",36073.4765625,29,25,25,31,24,29,28,31,27,29,23
"75","1","2005","3","9","3",42690.93359375,28,24,23,30,22,28,26,30,26,28,25
"76","1","2005","3","9","4",37637.09765625,28,25,23,28,22,27,25,27,26,27,23
"77","1","2005","3","9","5",45711.65234375,28,25,22,28,21,28,24,25,25,28,23
"78","1","2005","3","9","6",46016.14453125,26,24,22,26,20,26,21,23,24,26,23
"79","1","2005","3","9","7",47298.84765625,26,23,21,23,20,26,21,24,21,26,21
"80","1","2005","3","9","8",51333.49609375,27,23,22,24,21,25,21,23,21,24,20
"81","1","2005","3","9","9",49489.65625,28,25,24,30,24,29,27,29,26,29,24
"82","1","2005","3","9","10",50756.859375,30,25,26,34,26,33,30,35,29,34,24
"83","1","2005","3","9","11",48333.8046875,32,27,29,36,28,34,34,36,32,35,25
"84","1","2005","3","9","12",41767.796875,31,28,31,38,29,36,36,40,34,37,28
"85","1","2005","3","9","13",40030.66796875,35,31,31,41,31,39,38,41,36,39,32
"86","1","2005","3","9","14",38939.16015625,35,33,33,42,33,40,39,42,37,41,33
"87","1","2005","3","9","15",37933.40234375,38,34,34,44,33,42,41,44,39,42,33
"88","1","2005","3","9","16",33759.8203125,39,36,34,45,33,43,43,45,41,44,36
"89","1","2005","3","9","17",37125.890625,39,37,35,45,33,43,43,45,41,44,36
"90","1","2005","3","9","18",40966.796875,39,37,35,45,33,43,42,45,40,44,34
"91","1","2005","3","9","19",47784.453125,36,35,33,43,33,42,39,43,38,42,33
"92","1","2005","3","9","20",46586.85546875,33,32,30,35,31,35,37,34,35,36,32
"93","1","2005","3","9","21",52810.671875,30,25,30,31,29,31,32,28,31,30,21
"94","1","2005","3","9","22",45498.16015625,30,27,27,30,29,30,31,28,30,28,27
"95","1","2005","3","9","23",40263.48828125,29,28,24,30,28,30,30,28,28,30,27
"96","1","2005","3","9","24",35602.390625,31,27,24,30,26,30,28,32,26,31,26
"97","1","2005","3","10","1",44441.13671875,31,26,25,31,25,30,27,33,25,31,25
"98","1","2005","3","10","2",33281.04296875,32,25,23,34,22,30,26,33,25,30,26
"99","1","2005","3","10","3",44163.43359375,31,24,23,33,22,29,25,33,23,30,22
"100","1","2005","3","10","4",37637.09765625,29,23,22,32,22,28,25,33,23,29,22
"101","1","2005","3","10","5",45711.65234375,29,23,23,32,21,27,25,33,22,27,25
"102","1","2005","3","10","6",46016.14453125,29,22,23,30,20,25,25,29,23,24,25
"103","1","2005","3","10","7",47298.84765625,28,23,22,28,20,25,23,25,23,23,25
"104","1","2005","3","10","8",47155.84765625,27,25,23,27,21,25,23,25,25,24,26
"105","1","2005","3","10","9",45312.0078125,33,28,28,33,27,32,31,33,30,31,26
"106","1","2005","3","10","10",44761.45703125,37,31,30,38,31,36,36,38,34,36,31
"107","1","2005","3","10","11",42338.40234375,39,33,33,41,31,39,39,42,37,40,32
"108","1","2005","3","10","12",41255.46484375,40,35,35,42,33,42,42,43,39,43,34
"109","1","2005","3","10","13",35147.21875,40,37,36,44,35,43,43,45,41,44,36
"110","1","2005","3","10","14",34765.578125,42,40,37,45,36,45,44,46,43,46,39
"111","1","2005","3","10","15",33759.8203125,42,41,38,47,36,46,46,48,44,46,40
"112","1","2005","3","10","16",33759.8203125,42,42,39,47,37,46,46,49,45,48,42
"113","1","2005","3","10","17",37577.77734375,44,43,37,48,37,48,47,50,45,49,42
"114","1","2005","3","10","18",40966.796875,41,42,38,48,37,46,46,50,45,48,41
"115","1","2005","3","10","19",43610.86328125,38,41,35,45,35,45,45,45,43,45,38
"116","1","2005","3","10","20",42215.7421875,37,38,32,38,31,38,39,37,37,39,38
"117","1","2005","3","10","21",42444.15625,36,37,30,36,29,36,36,34,35,37,36
"118","1","2005","3","10","22",39309.28515625,36,37,30,34,29,36,36,32,34,36,36
"119","1","2005","3","10","23",34074.62109375,36,36,30,36,29,38,36,34,36,37,34
"120","1","2005","3","10","24",33784.63671875,38,35,30,39,30,36,37,39,36,37,34
"121","1","2005","3","11","1",38445.734375,39,35,30,38,31,37,37,39,34,37,33
"122","1","2005","3","11","2",29565.73828125,39,32,32,38,33,35,36,38,34,35,33
"123","1","2005","3","11","3",29626.888671875,39,32,32,39,33,33,34,39,33,33,33
"124","1","2005","3","11","4",30089.392578125,40,32,32,39,34,33,32,37,30,32,31
"125","1","2005","3","11","5",30310.765625,38,34,32,37,35,33,31,36,29,34,30
"126","1","2005","3","11","6",31838.0703125,38,33,32,37,34,33,30,36,28,34,33
"127","1","2005","3","11","7",40263.48828125,39,33,34,36,31,34,29,36,28,35,34
"128","1","2005","3","11","8",43785.80078125,37,33,35,37,33,32,30,37,28,34,34
"129","1","2005","3","11","9",39062.6953125,43,37,38,42,38,39,38,42,36,41,38
"130","1","2005","3","11","10",40527.4296875,47,42,44,47,43,47,46,50,44,49,43
"131","1","2005","3","11","11",35038.59765625,51,43,48,53,49,50,52,54,47,51,43
"132","1","2005","3","11","12",31834.052734375,53,46,47,56,51,53,56,58,51,53,43
"133","1","2005","3","11","13",28314.248046875,55,46,52,58,53,53,57,58,53,54,47
"134","1","2005","3","11","14",27735.076171875,56,45,54,60,53,54,57,61,53,56,46
"135","1","2005","3","11","15",27253.494140625,58,46,54,60,54,56,54,56,54,53,44
"136","1","2005","3","11","16",30537.33203125,55,45,53,60,55,53,51,56,46,51,45
"137","1","2005","3","11","17",33903.41015625,52,42,50,57,53,47,46,52,46,49,45
"138","1","2005","3","11","18",38352.90625,49,43,45,52,49,48,46,50,48,48,44
"139","1","2005","3","11","19",44062.75,46,42,44,49,44,46,45,48,45,46,42
"140","1","2005","3","11","20",42352.828125,45,40,42,46,44,44,43,46,43,45,41
"141","1","2005","3","11","21",42581.2421875,44,37,41,45,40,42,44,45,45,43,37
"142","1","2005","3","11","22",38796.953125,41,36,40,44,40,42,44,44,44,43,35
"143","1","2005","3","11","23",38385.2890625,44,35,40,44,40,40,44,45,44,42,35
"144","1","2005","3","11","24",33724.19140625,45,35,40,44,40,40,44,45,42,42,35
"145","1","2005","3","12","1",37933.40234375,40,33,39,43,40,39,42,44,39,41,33
"146","1","2005","3","12","2",29565.73828125,39,32,37,42,39,36,41,42,37,38,31
"147","1","2005","3","12","3",27809.138671875,38,31,38,41,38,36,39,42,35,37,30
"148","1","2005","3","12","4",28271.642578125,40,29,36,39,38,34,37,39,34,35,28
"149","1","2005","3","12","5",30310.765625,38,28,35,37,36,32,33,36,30,32,27
"150","1","2005","3","12","6",31838.0703125,37,28,34,35,34,30,30,34,28,30,28
"151","1","2005","3","12","7",39751.15625,36,28,32,34,33,30,30,33,28,30,29
"152","1","2005","3","12","8",44298.1328125,36,29,32,35,31,32,32,34,30,32,29
"153","1","2005","3","12","9",44799.67578125,38,29,35,37,34,33,34,36,32,34,32
"154","1","2005","3","12","10",44249.125,39,30,38,39,37,34,37,40,35,35,32
"155","1","2005","3","12","11",42277.95703125,43,34,41,40,40,39,40,40,38,40,35
"156","1","2005","3","12","12",36884.3515625,42,39,43,42,43,44,43,46,42,46,38
"157","1","2005","3","12","13",35344.75,42,42,44,47,44,49,46,50,45,50,42
"158","1","2005","3","12","14",33107.70703125,45,46,45,52,45,53,51,53,49,53,43
"159","1","2005","3","12","15",29036.1640625,47,49,45,55,47,57,52,56,50,57,44
"160","1","2005","3","12","16",32101.947265625,50,50,47,57,46,59,54,59,51,60,45
"161","1","2005","3","12","17",34565.88671875,52,51,46,60,46,60,54,61,52,61,46
"162","1","2005","3","12","18",38406.80078125,50,51,46,60,46,60,55,60,52,60,46
"163","1","2005","3","12","19",41952.9921875,50,47,45,57,45,58,54,57,50,57,43
"164","1","2005","3","12","20",42352.828125,48,44,42,55,42,54,51,54,48,54,42
"165","1","2005","3","12","21",42581.2421875,46,42,38,54,41,52,49,54,46,52,37
"166","1","2005","3","12","22",38994.484375,42,40,41,52,38,51,47,48,44,50,38
"167","1","2005","3","12","23",34211.70703125,43,40,39,50,39,49,46,51,43,50,37
"168","1","2005","3","12","24",29550.587890625,45,39,40,48,37,49,45,50,38,49,34
"169","1","2005","6","20","1",28184.03125,66,65,59,67,60,65,64,65,63,65,65
"170","1","2005","6","20","2",19568.873046875,66,63,58,66,59,64,63,64,63,64,63
"171","1","2005","6","20","3",17812.28125,66,61,58,66,58,63,63,63,61,63,62
"172","1","2005","6","20","4",18274.78125,66,60,57,66,58,62,63,63,61,63,61
"173","1","2005","6","20","5",18496.1484375,66,60,57,66,58,62,61,63,59,63,61
"174","1","2005","6","20","6",20925.564453125,66,59,58,66,58,61,61,63,59,62,60
"175","1","2005","6","20","7",27936.51953125,66,60,59,66,60,62,61,63,59,63,61
"176","1","2005","6","20","8",28388.015625,66,61,61,67,62,62,63,64,62,63,63
"177","1","2005","6","20","9",30152.162109375,67,63,62,71,63,64,64,67,64,65,65
"178","1","2005","6","20","10",30211.75390625,68,66,63,71,63,67,66,68,65,67,66
"179","1","2005","6","20","11",31043.5625,71,67,64,71,65,69,70,69,66,69,70
"180","1","2005","6","20","12",29266.72265625,71,69,65,71,66,69,71,71,68,70,71
"181","1","2005","6","20","13",34546.46484375,72,71,66,73,67,71,73,72,71,72,72
"182","1","2005","6","20","14",37085.6640625,74,72,67,72,68,71,75,73,71,73,73
"183","1","2005","6","20","15",37085.6640625,75,72,69,72,66,71,75,73,71,73,73
"184","1","2005","6","20","16",34860.75,72,73,69,72,67,73,77,73,74,74,73
"185","1","2005","6","20","17",36358.44921875,71,74,69,72,67,73,75,72,72,74,73
"186","1","2005","6","20","18",39687.6484375,71,72,68,72,67,72,75,74,73,73,75
"187","1","2005","6","20","19",44711.79296875,69,72,67,72,65,71,74,71,71,72,73
"188","1","2005","6","20","20",36621.078125,67,69,64,68,62,69,71,70,68,71,70
"189","1","2005","6","20","21",36849.4921875,64,64,60,63,59,62,66,63,63,63,68
"190","1","2005","6","20","22",34845.01171875,62,61,55,60,58,60,63,61,60,61,65
"191","1","2005","6","20","23",32305.978515625,60,59,56,57,56,58,62,56,59,58,64
"192","1","2005","6","20","24",23275.42578125,62,57,53,57,54,57,60,55,59,57,62
"193","1","2005","6","21","1",27936.51953125,59,59,53,55,54,57,58,54,56,57,61
"194","1","2005","6","21","2",19568.873046875,58,57,53,54,53,56,57,53,54,55,59
"195","1","2005","6","21","3",18420.87109375,57,55,50,54,51,55,57,52,54,55,57
"196","1","2005","6","21","4",18883.37109375,57,54,51,54,52,53,56,51,54,54,56
"197","1","2005","6","21","5",19628.916015625,57,53,49,53,51,52,55,50,53,52,54
"198","1","2005","6","21","6",22058.33203125,57,53,50,53,50,52,54,50,54,52,54
"199","1","2005","6","21","7",27936.51953125,60,56,55,57,54,55,57,56,55,55,56
"200","1","2005","6","21","8",28388.015625,68,59,61,63,60,61,63,63,61,62,61
"201","1","2005","6","21","9",30152.162109375,72,64,66,69,65,66,68,69,67,67,67
"202","1","2005","6","21","10",37022.109375,75,69,69,73,70,70,74,72,72,72,72
"203","1","2005","6","21","11",36601.59375,77,72,72,76,72,73,76,75,74,74,74
"204","1","2005","6","21","12",36932.984375,77,75,74,78,74,76,80,78,78,78,78
"205","1","2005","6","21","13",37830.2734375,79,77,74,80,76,79,81,80,80,80,78
"206","1","2005","6","21","14",37830.2734375,80,78,76,81,78,80,82,80,81,81,79
"207","1","2005","6","21","15",37830.2734375,81,78,77,82,80,81,84,83,82,82,75
"208","1","2005","6","21","16",37830.2734375,83,74,78,84,80,78,85,83,81,80,75
"209","1","2005","6","21","17",39327.97265625,83,78,77,84,81,81,83,83,81,82,78
"210","1","2005","6","21","18",42657.1796875,79,77,78,84,80,80,84,82,82,81,79
"211","1","2005","6","21","19",47681.32421875,78,78,77,82,78,80,83,82,81,79,79
"212","1","2005","6","21","20",45971.39453125,74,74,74,80,74,76,81,79,77,76,75
"213","1","2005","6","21","21",43230.28515625,72,71,71,76,69,72,74,73,73,72,72
"214","1","2005","6","21","22",41668.60546875,71,69,69,73,67,70,72,71,69,71,70
"215","1","2005","6","21","23",34948.7890625,71,68,67,71,66,68,71,67,67,69,66
"216","1","2005","6","21","24",26230.666015625,71,68,65,70,65,67,69,68,66,68,65
"217","1","2005","6","22","1",28184.03125,71,64,66,70,64,64,69,65,65,65,65
"218","1","2005","6","22","2",19816.384765625,71,62,65,70,63,63,67,64,65,64,65
"219","1","2005","6","22","3",17812.28125,72,63,64,68,63,65,66,64,64,65,63
"220","1","2005","6","22","4",18274.78125,72,63,63,69,64,64,64,64,64,64,64
"221","1","2005","6","22","5",18496.1484375,72,62,63,67,65,65,65,64,67,65,63
"222","1","2005","6","22","6",20925.564453125,72,61,66,67,67,64,65,63,64,63,63
"223","1","2005","6","22","7",30161.43359375,73,65,67,68,68,67,67,65,66,66,63
"224","1","2005","6","22","8",31900.9765625,77,66,71,71,72,69,71,71,70,69,67
"225","1","2005","6","22","9",32038.912109375,80,68,75,77,76,73,77,77,75,75,71
"226","1","2005","6","22","10",32633.2890625,82,73,77,80,77,78,82,80,79,79,71
"227","1","2005","6","22","11",32544.44921875,86,73,78,84,77,80,83,83,79,81,70
"228","1","2005","6","22","12",36932.984375,87,74,78,87,79,81,83,85,79,82,73
"229","1","2005","6","22","13",37830.2734375,87,74,77,88,79,81,81,87,78,81,75
"230","1","2005","6","22","14",37830.2734375,89,76,76,88,79,82,84,86,80,82,77
"231","1","2005","6","22","15",37830.2734375,86,80,75,88,78,83,83,85,80,84,81
"232","1","2005","6","22","16",37830.2734375,82,81,76,87,79,85,84,87,82,86,81
"233","1","2005","6","22","17",39327.97265625,82,82,80,87,81,84,84,87,82,85,83
"234","1","2005","6","22","18",42657.1796875,83,77,79,87,81,81,83,84,81,79,80
"235","1","2005","6","22","19",47681.32421875,82,76,77,84,79,79,83,81,81,77,80
"236","1","2005","6","22","20",45226.78515625,80,74,73,81,71,77,81,81,75,77,78
"237","1","2005","6","22","21",45455.19921875,75,68,72,77,64,72,74,74,72,71,74
"238","1","2005","6","22","22",43893.52734375,73,65,68,72,65,69,72,70,69,68,70
"239","1","2005","6","22","23",37173.7109375,73,62,67,71,65,67,72,66,68,66,66
"240","1","2005","6","22","24",30113.21484375,72,63,66,71,64,67,71,67,68,66,63
"241","1","2005","6","23","1",27936.51953125,72,61,65,69,64,65,69,70,67,66,61
"242","1","2005","6","23","2",19568.873046875,71,59,63,68,63,63,68,66,65,64,61
"243","1","2005","6","23","3",17812.28125,67,60,63,67,63,63,67,68,65,65,60
"244","1","2005","6","23","4",18274.78125,69,62,64,66,62,65,65,67,64,65,59
"245","1","2005","6","23","5",18496.1484375,69,61,65,66,61,64,65,65,63,64,56
"246","1","2005","6","23","6",20925.564453125,69,59,64,66,60,63,64,63,63,63,55
"247","1","2005","6","23","7",27936.51953125,70,61,65,68,62,65,65,67,63,65,58
"248","1","2005","6","23","8",28388.015625,72,64,66,73,65,69,68,71,66,70,62
"249","1","2005","6","23","9",30980.013671875,76,68,68,78,68,73,71,75,69,73,67
"250","1","2005","6","23","10",33490.80859375,79,70,71,80,69,75,75,77,73,75,71
"251","1","2005","6","23","11",36601.59375,80,74,74,82,73,78,78,79,75,78,74
"252","1","2005","6","23","12",36932.984375,80,76,76,83,74,79,81,81,78,80,77
"253","1","2005","6","23","13",37830.2734375,80,79,77,85,73,81,82,83,80,82,80
"254","1","2005","6","23","14",37830.2734375,82,81,76,87,74,84,83,84,81,84,82
"255","1","2005","6","23","15",37830.2734375,80,82,77,88,74,85,83,86,82,85,83
"256","1","2005","6","23","16",37830.2734375,82,82,78,86,75,84,86,86,83,86,83
"257","1","2005","6","23","17",39327.97265625,80,83,76,86,75,85,86,85,83,86,83
"258","1","2005","6","23","18",42657.1796875,80,82,75,85,73,83,84,85,83,84,83
"259","1","2005","6","23","19",47681.32421875,76,80,74,81,73,82,83,81,82,83,82
"260","1","2005","6","23","20",45226.78515625,74,77,71,79,70,78,79,79,79,80,79
"261","1","2005","6","23","21",48900.07421875,71,68,67,74,67,73,75,74,72,73,73
"262","1","2005","6","23","22",41668.60546875,69,64,65,71,65,70,72,71,67,70,68
"263","1","2005","6","23","23",34948.7890625,69,63,64,70,64,68,71,71,67,69,66
"264","1","2005","6","23","24",25983.154296875,69,62,64,69,63,66,69,68,66,68,64
"265","1","2005","6","24","1",27936.51953125,69,60,63,66,62,63,66,66,64,64,64
"266","1","2005","6","24","2",19568.873046875,68,60,61,64,62,62,64,62,62,63,62
"267","1","2005","6","24","3",17812.28125,66,62,61,64,62,62,64,60,61,62,61
"268","1","2005","6","24","4",18274.78125,66,59,61,65,62,60,63,59,60,60,60
"269","1","2005","6","24","5",18496.1484375,66,58,62,65,62,59,63,59,60,60,59
"270","1","2005","6","24","6",20925.564453125,65,57,61,65,62,58,61,58,58,58,59
"271","1","2005","6","24","7",27936.51953125,69,60,62,65,62,61,63,63,61,61,61
"272","1","2005","6","24","8",28635.52734375,72,64,65,67,63,65,66,64,65,65,66
"273","1","2005","6","24","9",37999.6796875,77,69,67,71,65,70,72,71,72,72,73
"274","1","2005","6","24","10",37022.109375,80,75,74,77,70,73,77,76,76,76,78
"275","1","2005","6","24","11",36601.59375,82,78,78,81,76,78,81,80,80,80,81
"276","1","2005","6","24","12",36932.984375,84,81,79,85,80,82,84,83,83,83,85
"277","1","2005","6","24","13",37830.2734375,85,82,81,87,81,84,86,87,85,85,85
"278","1","2005","6","24","14",37830.2734375,83,84,82,88,82,86,88,87,87,87,87
"279","1","2005","6","24","15",44383.578125,85,86,83,88,82,86,89,88,87,87,87
"280","1","2005","6","24","16",49389.75,85,86,83,89,83,87,90,89,87,88,89
"281","1","2005","6","24","17",44334.14453125,85,86,81,89,82,87,89,89,87,89,89
"282","1","2005","6","24","18",47663.3515625,83,86,80,87,80,87,88,89,87,89,87
"283","1","2005","6","24","19",47681.32421875,81,83,78,86,78,85,88,86,86,87,84
"284","1","2005","6","24","20",45971.39453125,77,80,74,81,76,81,82,81,82,81,82
"285","1","2005","6","24","21",51869.59765625,73,72,69,77,72,72,78,76,75,73,78
"286","1","2005","6","24","22",47735.11328125,71,68,67,72,70,67,73,73,71,69,74
"287","1","2005","6","24","23",35244.70703125,69,65,67,71,69,67,71,70,68,68,70
"288","1","2005","6","24","24",26526.58203125,70,63,64,69,67,65,70,65,68,65,68
"289","1","2005","6","25","1",28184.03125,67,62,65,68,67,66,69,64,65,65,66
"290","1","2005","6","25","2",19816.384765625,69,60,64,66,67,63,66,63,64,64,65
"291","1","2005","6","25","3",17812.28125,66,60,63,65,65,62,66,63,64,63,63
"292","1","2005","6","25","4",18274.78125,66,58,64,64,64,62,65,61,62,62,62
"293","1","2005","6","25","5",18496.1484375,65,59,62,63,64,62,65,59,62,62,62
"294","1","2005","6","25","6",20925.564453125,65,57,61,64,64,60,63,59,62,60,60
"295","1","2005","6","25","7",27936.51953125,70,60,63,67,65,62,65,63,63,62,62
"296","1","2005","6","25","8",31156.369140625,74,66,68,69,70,69,69,69,68,69,67
"297","1","2005","6","25","9",37661.50390625,81,70,71,72,74,74,75,73,74,74,73
"298","1","2005","6","25","10",37766.71875,83,75,76,79,78,78,81,79,80,79,79
"299","1","2005","6","25","11",36601.59375,86,78,78,83,81,80,86,83,84,82,83
"300","1","2005","6","25","12",36932.984375,88,81,79,85,83,82,88,86,87,83,87
"301","1","2005","6","25","13",37830.2734375,87,83,82,87,87,84,89,86,87,85,89
"302","1","2005","6","25","14",44383.578125,88,85,83,88,86,86,89,87,89,87,89
"303","1","2005","6","25","15",49389.75,88,86,85,90,87,87,89,89,88,88,89
"304","1","2005","6","25","16",44383.578125,88,86,84,88,85,86,91,87,90,87,88
"305","1","2005","6","25","17",45881.27734375,84,85,83,88,84,85,89,88,89,86,89
"306","1","2005","6","25","18",42657.1796875,83,84,81,85,84,83,89,86,88,85,87
"307","1","2005","6","25","19",47681.32421875,81,82,80,82,81,80,85,81,85,82,85
"308","1","2005","6","25","20",45971.39453125,80,80,73,80,77,79,82,81,80,80,82
"309","1","2005","6","25","21",51869.59765625,75,71,69,77,72,73,77,78,74,75,78
"310","1","2005","6","25","22",49960.02734375,75,68,69,74,71,69,73,74,70,71,74
"311","1","2005","6","25","23",37469.62890625,73,66,66,72,70,69,72,71,69,69,70
"312","1","2005","6","25","24",28751.494140625,74,65,66,72,69,69,68,69,65,68,69
"313","1","2005","6","26","1",30408.953125,74,62,64,71,69,67,68,66,65,66,65
"314","1","2005","6","26","2",21793.78515625,74,61,66,71,67,67,66,65,64,65,63
"315","1","2005","6","26","3",20037.197265625,74,62,67,71,67,67,66,65,62,65,63
"316","1","2005","6","26","4",20499.689453125,74,62,64,71,67,67,65,65,62,66,61
"317","1","2005","6","26","5",20721.064453125,74,63,65,71,66,68,66,66,62,67,61
"318","1","2005","6","26","6",23150.486328125,75,63,65,72,65,68,66,69,62,67,61
"319","1","2005","6","26","7",30161.43359375,75,64,67,74,66,69,68,72,64,69,63
"320","1","2005","6","26","8",30860.447265625,78,67,70,76,71,71,72,73,69,71,65
"321","1","2005","6","26","9",32038.912109375,80,70,74,78,76,74,75,75,73,74,69
"322","1","2005","6","26","10",36164.58984375,80,75,77,80,78,77,78,79,78,78,75
"323","1","2005","6","26","11",36601.59375,79,79,78,81,81,79,81,80,80,80,79
"324","1","2005","6","26","12",36932.984375,80,82,80,79,83,80,83,80,82,82,84
